Client,Service Area,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,D3311,15/08/2017,60077787 - 0,660.85,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077791 - 1,621.53,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077792 - 0,635.94,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077793 - 1,546.5,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3021,15/08/2017,60077799 - 1,4488,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,15/08/2017,60077801 - 1,599.6,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077804 - 0,622.22,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077805 - 1,553.68,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3023,15/08/2017,60077806 - 0,483.14,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,15/08/2017,60077809 - 0,516.96,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,15/08/2017,60077812 - 1,733.65,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,15/08/2017,60077813 - 0,1057.61,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077814 - 1,646.92,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077815 - 0,581.47,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077817 - 0,642.15,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077818 - 1,677.97,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3311,15/08/2017,60077819 - 0,526.21,Revenue,20006342,JEWSON LTD
OCC,Direct Services,D3021,15/08/2017,60077822 - 1,1339.2,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,D3311,15/08/2017,60077824 - 0,697.48,Revenue,20002335,OXFORD FENCING SUPPLIES
OCC,Direct Services,B1111,15/08/2017,60077832 - 0,814.5,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,B1111,15/08/2017,60077835 - 1,731,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,B1111,15/08/2017,60077842 - 1,422,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,15/08/2017,60077843 - 0,626,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,15/08/2017,60077845 - 0,3561,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,15/08/2017,60077846 - 1,2703,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,15/08/2017,60077847 - 0,2703,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,15/08/2017,60077848 - 1,5309,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,B1111,15/08/2017,60077882 - 1,450,Revenue,20011616,JUST CHILLING LIMITED
OCC,Direct Services,B1111,15/08/2017,60077886 - 1,7725,Revenue,20009105,SCOOTER STORE
OCC,Direct Services,D3021,15/08/2017,60077887 - 1,1358.8,Revenue,20002335,OXFORD FENCING SUPPLIES
OCC,Direct Services,D3018,15/08/2017,60077889 - 1,959.9,Revenue,20006398,STREET FURNISHING SERVICES
OCC,Direct Services,D3021,15/08/2017,60077909 - 0,5076.96,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,15/08/2017,60077911 - 0,1200,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,D3021,15/08/2017,60077912 - 0,2437.68,Revenue,20015230,MERKKO ENTERPRISES LIMITED
OCC,Direct Services,B1309,15/08/2017,60077914 - 0,1317.68,Revenue,20008229,SITESAFE UK LTD
OCC,Direct Services,D3401,15/08/2017,60077915 - 1,780,Revenue,20018638,HYDRO CLEANSING LTD
OCC,Direct Services,D3021,15/08/2017,60077919 - 1,888.93,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,D3421,15/08/2017,60077924 - 0,8657.43,Revenue,20012902,W & S RECYCLING SERVICES
OCC,Direct Services,D3421,15/08/2017,60077925 - 1,7399.27,Revenue,20012902,W & S RECYCLING SERVICES
OCC,Direct Services,D3311,15/08/2017,60077931 - 1,422.47,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3021,15/08/2017,60077933 - 1,2917.36,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,D3311,15/08/2017,60077943 - 1,937.08,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
OCC,Direct Services,D3021,15/08/2017,60077948 - 0,1134.88,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3021,15/08/2017,60077949 - 1,980.48,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,D3311,15/08/2017,60077958 - 1,645.08,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077959 - 0,692.74,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077962 - 0,765.81,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077963 - 1,795.08,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,D3311,15/08/2017,60077964 - 0,774.63,Revenue,20002464,WOLSELEY UK LIMITED
