Client,Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Business Improvement,Consultants Fees,D3411,13/09/2016,1031061 - 0,3952.5,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Temporary Bureau Staffing,A0108,13/09/2016,1031062 - 0,3500,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Temporary Bureau Staffing,A0108,13/09/2016,1031063 - 0,3000,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Temporary Bureau Staffing,A0108,13/09/2016,1031064 - 0,2000,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,31/08/2016,1031076 - 0,975.5,Revenue,20007875,MIDLAND HR
OCC,Business Improvement,IT Skills Development,A0638,13/09/2016,1031089 - 0,810.65,Revenue,20015942,PHASE 3 CONSULTING LTD
OCC,Business Improvement,IT Skills Development,A0638,13/09/2016,1031089 - 1,810.65,Revenue,20015942,PHASE 3 CONSULTING LTD
OCC,Business Improvement,Consultants Fees,D3411,13/09/2016,1031151 - 0,500,Revenue,20012320,NORTHGATE PUBLIC SERVICES (UK) LTD
OCC,Business Improvement,External Telephone Charges,D3503,06/09/2016,1031163 - 1,31242.96,Revenue,20014760,BT PAYMENT SERVICES
OCC,Business Improvement,Temporary Bureau Staffing,A0108,31/08/2016,1031165 - 0,1862.32,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,20/09/2016,1031172 - 0,600,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Temporary Bureau Staffing,A0108,20/09/2016,1031174 - 0,2500,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,31/08/2016,1031181 - 0,12306.34,Revenue,20016801,BYTES SOFTWARE SERVICES LTD
OCC,Business Improvement,Rent,B1701,13/09/2016,1031226 - 1,3520.83,Revenue,20017686,WORKMAN LLP
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,06/09/2016,1031227 - 1,2998.64,Revenue,20008028,VODAFONE LIMITED (CORPORATE)
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,20/09/2016,1031233 - 1,4717.6,Revenue,20009966,EXEGESIS SDM LTD
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,20/09/2016,1031233 - 2,4418,Revenue,20009966,EXEGESIS SDM LTD
OCC,Business Improvement,General Contracted Services,D3401,13/09/2016,1031267 - 0,8976.46,Revenue,20009269,NTA MONITOR LTD
OCC,Business Improvement,General Contracted Services,D3401,13/09/2016,1031304 - 0,2640,Revenue,20008015,M TECH COMUNICATIONS BRISTOL LTD
OCC,Business Improvement,Consultants Fees,D3411,27/09/2016,1031351 - 0,5012.5,Revenue,20017632,DURADIAMOND HEALTHCARE LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,1031367 - 0,2500,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,1031405 - 0,1000,Revenue,20006509,SOCITM LIMITED
OCC,Business Improvement,Software Maintenance/Running Costs,D3513,13/09/2016,1031557 - 0,2850,Revenue,20013463,IDOX SOFTWARE LTD
OCC,Business Improvement,General Stationery Supplies,D3301,27/09/2016,1031560 - 0,1853.24,Revenue,20007849,LYRECO UK LTD
OCC,Business Improvement,Travel Scheme Discount,C2505,27/09/2016,1031670 - 1,1323.6,Revenue,20006596,OXFORD BUS COMPANY LTD
OCC,Business Improvement,External Telephone Charges,D3503,27/09/2016,1031690 - 1,1451.66,Revenue,20016588,VODAFONE LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,1031807 - 0,5075,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,General Contracted Services,D3401,27/09/2016,1031808 - 0,1500,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,General Contracted Services,D3401,27/09/2016,1031809 - 0,3750,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,General Contracted Services,D3401,27/09/2016,1031810 - 0,45601.63,Revenue,20013052,SCC (SPECIALIST COMPUTER CENTRES PLC)
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 6,3759.48,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 7,15898.4,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,12/07/2016,46290418 - 11,6762.12,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Consultants Fees,D3411,26/07/2016,46290437 - 8,42,Revenue,20011499,TOPS
OCC,Business Improvement,Consultants Fees,D3411,31/08/2016,46290837 - 10,42,Revenue,20011499,TOPS
OCC,Business Improvement,Temporary Bureau Staffing,A0108,23/08/2016,46290871 - 8,2509.8,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,23/08/2016,46290871 - 9,2224.53,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,23/08/2016,46290871 - 10,11142.94,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,23/08/2016,46290871 - 13,4932.64,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 7,2595.24,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 8,1557.92,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 9,16455,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 12,1253.92,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Temporary Bureau Staffing,A0108,27/09/2016,46291142 - 13,1452.54,Revenue,20000200,CHAMPION EMPLOYMENT LTD
OCC,Business Improvement,Electricity,B1501,09/08/2016,47015791 - 1,1387.18,Revenue,20002402,SOUTHERN ELECTRIC PLC
OCC,Organisational Development,Management Development,A0637,05/07/2016,1029138 - 1,17678.3,Revenue,20017304,Q.LEARNING LTD
OCC,Organisational Development,Management Development,A0637,05/07/2016,1029243 - 0,712.5,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Organisational Development,Management Development,A0637,05/07/2016,1029688 - 0,1456.7,Revenue,20017304,Q.LEARNING LTD
OCC,Organisational Development,Management Development,A0637,12/07/2016,1029788 - 0,17678.3,Revenue,20017304,Q.LEARNING LTD
OCC,Organisational Development,Management Development,A0637,02/08/2016,1030071 - 0,512.5,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Organisational Development,Management Development,A0637,02/08/2016,1030305 - 0,462,Revenue,20017520,SPACE2THINK LTD
OCC,Organisational Development,Management Development,A0637,23/08/2016,1030498 - 0,898.4,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Organisational Development,CPD (Continuous Professional Development),A0634,17/08/2016,1030571 - 0,1060,Revenue,20003025,
OCC,Organisational Development,Management Development,A0637,17/08/2016,1030572 - 0,712.5,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Organisational Development,Management Development,A0637,23/08/2016,1030584 - 0,712.5,Revenue,20011651,UNIVERSITY OF OXFORD
OCC,Organisational Development,Management Development,A0637,09/08/2016,1030643 - 0,1475,Revenue,20017664,GREENBANK LTD
OCC,Organisational Development,Management Development,A0637,17/08/2016,1030678 - 0,26517.45,Revenue,20017304,Q.LEARNING LTD
OCC,Organisational Development,Management Development,A0637,23/08/2016,1030935 - 0,1000,Revenue,20005249,READING BOROUGH COUNCIL
OCC,Organisational Development,Advertising & Publicity,D3802,23/08/2016,1031023 - 0,129.96,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Organisational Development,Advertising & Publicity,D3802,23/08/2016,1031025 - 0,202.44,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Organisational Development,Health Screening,D3428,23/08/2016,1031039 - 1,1802.45,Revenue,20019328,BOOTS HEARINGCARE LTD
OCC,Organisational Development,Online Services,D3510,31/08/2016,1031127 - 0,6395,Revenue,20015868,RISKEX LIMITED
OCC,Organisational Development,CPD (Continuous Professional Development),A0634,27/09/2016,1031708 - 1,436.5,Revenue,20017304,Q.LEARNING LTD
OCC,Organisational Development,Management Development,A0637,06/09/2016,46290974 - 1,712.5,Revenue,20018223,UNIVERSITY OF OXFORD T/A UNIVERSITY CLUB
OCC,Welfare Reform Team,Instructors & Coaching Fees,D3413,26/07/2016,1030174 - 0,4061.67,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Welfare Reform Team,Grants,D3701,27/09/2016,1031739 - 0,16350,Revenue,20011006,ASPIRE OXFORDSHIRE COMMUNITY ENTERPRISE LTD
OCC,Welfare Reform Team,Grants,D3701,13/09/2016,46291074 - 1,33367,Revenue,20009163,OXFORD COMMUNITY WORK AGENCY L
OCC,Welfare Reform Team,Cycle Scheme 2008/09,A0965,27/09/2016,46291185 - 2,3,Revenue,20014779,CYCLESCHEME LIMITED
OCC,Partnerships Team,Licences (Non-Transport),D3804,05/07/2016,1028356 - 0,1675,Revenue,20018975,ALCIUM SOFTWARE LTD
OCC,Partnerships Team,Grants,D3701,19/07/2016,1030041 - 0,22950,Revenue,20016607,VISIT OXFORDSHIRE LTD
OCC,Partnerships Team,Grants,D3701,19/07/2016,1030141 - 0,21250,Revenue,20016607,VISIT OXFORDSHIRE LTD
OCC,Partnerships Team,Consultants Fees,D3411,27/09/2016,1030625 - 0,2250,Revenue,20017120,ADP ARCHITECTS
OCC,Partnerships Team,General Contracted Services,D3401,20/09/2016,1031184 - 0,811.75,Revenue,20009746,OXFORD SPIRES FOUR PILLARS HOTEL
OCC,Partnerships Team,Advertising & Publicity,D3802,06/09/2016,1031277 - 0,1500,Revenue,20010691,REED BUSINESS INFORMATION LTD
OCC,Partnerships Team,Grants,D3701,27/09/2016,1031314 - 0,21250,Revenue,20016607,VISIT OXFORDSHIRE LTD
OCC,Partnerships Team,Grants,D3701,27/09/2016,1031319 - 0,22900,Revenue,20016607,VISIT OXFORDSHIRE LTD
OCC,Partnerships Team,General Contracted Services,D3401,27/09/2016,1031817 - 1,4533.33,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
OCC,Planning & Regulatory,Consultants Fees,D3411,30/09/2016,1026004 - 1,6400,Revenue,20016138,CABE
OCC,Planning & Regulatory,General Contracted Services,D3401,13/09/2016,1028630 - 1,11514,Revenue,20017906,AECOM LTD
OCC,Planning & Regulatory,Photocopying/Paper Supplies,D3306,05/07/2016,1029090 - 1,552.47,Revenue,20011588,CANON (UK) lTD
OCC,Planning & Regulatory,Consultants Fees,D3411,05/07/2016,1029367 - 0,750,Revenue,20012551,LEVETT THERIVEL
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029395 - 0,1872.3,Revenue,20018832,MATCHTECH GROUP PLC
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029423 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029424 - 0,1886.3,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029425 - 0,1203.84,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029426 - 0,1943.4,Revenue,20018832,MATCHTECH GROUP PLC
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029519 - 0,1593.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029520 - 0,2550,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029521 - 0,2040,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029523 - 0,712.69,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029548 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,General Contracted Services,D3401,05/07/2016,1029565 - 0,417,Revenue,20018869,ATHEY & MASON PLUMBING & HEATING LTD
OCC,Planning & Regulatory,General Contracted Services,D3401,26/07/2016,1029577 - 0,1750,Revenue,20015247,SOLON SECURITY
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029580 - 0,672,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,19/07/2016,1029597 - 0,2550,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,12/07/2016,1029605 - 0,1147,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029606 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,05/07/2016,1029607 - 0,1387.5,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,19/07/2016,1029630 - 0,1123.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,19/07/2016,1029631 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,19/07/2016,1029633 - 0,1516.8,Revenue,20018832,MATCHTECH GROUP PLC
OCC,Planning & Regulatory,General Contracted Services,D3401,05/07/2016,1029706 - 0,970,Revenue,20018875,TREECONOMICS
OCC,Planning & Regulatory,General Contracted Services,D3401,05/07/2016,1029706 - 1,1150,Revenue,20018875,TREECONOMICS
OCC,Planning & Regulatory,Staff Advertising,A0702,19/07/2016,1029716 - 0,725,Revenue,20014693,REDACTIVE MEDIA SALES LIMITED
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,26/07/2016,1029760 - 0,2040,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,26/07/2016,1029761 - 0,1350,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,26/07/2016,1029762 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,26/07/2016,1029763 - 0,1209,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029765 - 0,441,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Consultants Fees,D3411,26/07/2016,1029784 - 0,6000,Revenue,20018276,DESIGN COUNCIL
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029830 - 0,441,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029831 - 0,441,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029832 - 0,441,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029833 - 0,646.8,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029834 - 0,441,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029835 - 0,441,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Consultants Fees,D3411,26/07/2016,1029852 - 0,4150,Revenue,20018276,DESIGN COUNCIL
OCC,Planning & Regulatory,Consultants Fees,D3411,26/07/2016,1029853 - 0,2250,Revenue,20018276,DESIGN COUNCIL
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029854 - 0,460,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,19/07/2016,1029891 - 0,490,Revenue,20007856,"NEWSQUEST MIDLANDS, WALES & SOUTH WEST"
OCC,Planning & Regulatory,Advertising & Publicity,D3802,26/07/2016,1029939 - 1,1169,Revenue,20006232,K DESIGN
OCC,Planning & Regulatory,Staff Advertising,A0702,26/07/2016,1030012 - 0,2000,Revenue,20009528,HAYMARKET MEDIA GROUP
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030026 - 0,1425,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,17/08/2016,1030027 - 0,2550,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030032 - 0,1232.25,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030033 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,19/07/2016,1030057 - 0,2299.5,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,19/07/2016,1030082 - 0,1005.75,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,09/08/2016,1030120 - 1,2550,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,09/08/2016,1030121 - 0,1650,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,09/08/2016,1030122 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,09/08/2016,1030123 - 0,1553.25,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,09/08/2016,1030126 - 0,1162.5,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,General Contracted Services,D3401,19/07/2016,1030154 - 0,770,Revenue,20012692,FREECHOICE GROUP
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030189 - 0,1045.95,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Consultants Fees,D3411,26/07/2016,1030205 - 0,1580,Revenue,20011419,EXOVA  (UK) LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030209 - 0,893.85,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030210 - 0,920.1,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030241 - 1,1357.05,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030304 - 0,2774,Revenue,20009530,OSBORNE RICHARDSON LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,17/08/2016,1030320 - 0,2550,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,17/08/2016,1030321 - 0,1012.5,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,17/08/2016,1030322 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,17/08/2016,1030323 - 0,1861.9,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,17/08/2016,1030331 - 0,1237.42,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,General Stationery Supplies,D3301,02/08/2016,1030397 - 0,285,Revenue,20014459,KLIPSPRINGER LIMITED
OCC,Planning & Regulatory,General Contracted Services,D3401,02/08/2016,1030397 - 1,243,Revenue,20014459,KLIPSPRINGER LIMITED
OCC,Planning & Regulatory,Postage & Carriage,D3501,02/08/2016,1030397 - 2,9,Revenue,20014459,KLIPSPRINGER LIMITED
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,02/08/2016,1030454 - 0,1305.6,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/08/2016,1030508 - 0,1201.25,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/08/2016,1030509 - 0,1050,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/08/2016,1030510 - 0,2550,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,23/08/2016,1030511 - 0,1555.05,Revenue,20018827,THE OYSTER PARTNERSHIP LTD
OCC,Planning & Regulatory,Consultants Fees,D3411,09/08/2016,1030656 - 0,6400,Revenue,20018276,DESIGN COUNCIL
OCC,Planning & Regulatory,Consultants Fees,D3411,09/08/2016,1030657 - 0,6400,Revenue,20018276,DESIGN COUNCIL
OCC,Planning & Regulatory,Temporary Bureau Staffing,A0108,09/08/2016,1030688 - 0,1156.95,Revenue,20018868,BRG INTERIM SOLUTIONS LTD
OCC,Planning & Regulatory,Advertising & Publicity,D3802,09/08/2016,1030699 - 1,750,Revenue,20003025,
OCC,Planning & Regulatory,Staff Advertising,A0702,23/08/2016,1030731 - 0,3890,Revenue,20009528,HAYMARKET MEDIA GROUP
